event_id;event_image_path;event_name;performance_starts;performance_sold_out;event_category;ticket_type;ticket_min_price;ticket_max_price;ticket_currency;destination_id;destination_name;venue_id;venue_name;venue_address;venue_postal_code;venue_town;event_alternative_description;event_official_description;venue_phone
128334;/events/images/128334.jpg;David Essex;2021-09-26T19:00:00+01:00;;Music;Standard;35.75;46.75;GBP;17642;Manchester;51256;The Lowry;Pier 8 Salford Quays;M50 3AZ;Salford;Pop's original cheeky chappie (or was that Tommy Steele?) promotes his greatest hits album. Which is the greatest for you? 'Silver Dream Machine', 'Rock On' or perhaps 'Tahiti'?;Internationally renowned singer, composer and actor David Essex OBE has announced his first major tour in over four years. The 18 date UK tour will see him perform much loved hits spanning over his entire repertoire. David first shot to fame when he went to an audition for the London production of the musical Godspell and was chosen by enthusiastic US producers for the role of Jesus. He received major awards and some ecstatic reviews which saw him lead a cast at the Roundhouse and then at the West End for two years. Since then David Essex has enjoyed a remarkable career that has combined concerts, records, theatre, composing, films and television with striking success. He has written, recorded and produced albums that have sold millions of copies worldwide. He’s also had twenty-three Top 30 singles in Britain alone. These include the Grammy© nominated Rock On which not only topped the charts in Britain and the USA but sold over one million copies. Subsequent singles followed such as Lamplight, Hold Me Close and Gonna Make You A Star which made David a household name. Mayhem ensued throughout the UK, with crowds for his concerts resembling Beatlemania and traffic stopping whenever he appeared. David has continued to this day to produce and write albums including 2013’s Reflections and has contributed to stage and screen with the likes of Silver Dream Machine taken from Silver Dream Racer, in which he starred. Acting credits also include That'll Be The Day, its sequel Stardust, Traveller, The Guvnors, Black Prince and more recently BBC TV's EastEnders as the head of the Moon family. Theatre credits include outstanding performances in Evita, Boogie Nights 2, ELF!, Footloose, Andrew Lloyd Webber's Aspects Of Love, plus his own musicals Mutiny! and All The Fun Of The Fair. David has also written a bestselling poetry book Travelling Tinker Man & Other Rhymes plus two successful autobiographies A Charmed Life and Over The Moon, the latter a Number 1 Sunday Times Bestseller. David Essex is the only artiste in the world to have achieved success in all areas of entertainment and continues to break boundaries with his unique talent.;08432 086000
128334;/events/images/128334.jpg;David Essex;2021-09-26T19:00:00+01:00;;Music;Standard;35.75;46.75;GBP;17642;Manchester;51256;The Lowry;Pier 8 Salford Quays;M50 3AZ;Salford;Pop's original cheeky chappie (or was that Tommy Steele?) promotes his greatest hits album. Which is the greatest for you? 'Silver Dream Machine', 'Rock On' or perhaps 'Tahiti'?;Internationally renowned singer, composer and actor David Essex OBE has announced his first major tour in over four years. The 18 date UK tour will see him perform much loved hits spanning over his entire repertoire. David first shot to fame when he went to an audition for the London production of the musical Godspell and was chosen by enthusiastic US producers for the role of Jesus. He received major awards and some ecstatic reviews which saw him lead a cast at the Roundhouse and then at the West End for two years. Since then David Essex has enjoyed a remarkable career that has combined concerts, records, theatre, composing, films and television with striking success. He has written, recorded and produced albums that have sold millions of copies worldwide. He’s also had twenty-three Top 30 singles in Britain alone. These include the Grammy© nominated Rock On which not only topped the charts in Britain and the USA but sold over one million copies. Subsequent singles followed such as Lamplight, Hold Me Close and Gonna Make You A Star which made David a household name. Mayhem ensued throughout the UK, with crowds for his concerts resembling Beatlemania and traffic stopping whenever he appeared. David has continued to this day to produce and write albums including 2013’s Reflections and has contributed to stage and screen with the likes of Silver Dream Machine taken from Silver Dream Racer, in which he starred. Acting credits also include That'll Be The Day, its sequel Stardust, Traveller, The Guvnors, Black Prince and more recently BBC TV's EastEnders as the head of the Moon family. Theatre credits include outstanding performances in Evita, Boogie Nights 2, ELF!, Footloose, Andrew Lloyd Webber's Aspects Of Love, plus his own musicals Mutiny! and All The Fun Of The Fair. David has also written a bestselling poetry book Travelling Tinker Man & Other Rhymes plus two successful autobiographies A Charmed Life and Over The Moon, the latter a Number 1 Sunday Times Bestseller. David Essex is the only artiste in the world to have achieved success in all areas of entertainment and continues to break boundaries with his unique talent.;08432 086000
128334;/events/images/128334.jpg;David Essex;2021-09-24T19:00:00+01:00;;Music;Standard;37.4;48.4;GBP;16557;Nottingham;50562;Nottingham Royal Concert Hall;Royal Centre Theatre Square;NG1 5ND;Nottingham;Pop's original cheeky chappie (or was that Tommy Steele?) promotes his greatest hits album. Which is the greatest for you? 'Silver Dream Machine', 'Rock On' or perhaps 'Tahiti'?;Internationally renowned singer, composer and actor David Essex OBE has announced his first major tour in over four years. The 18 date UK tour will see him perform much loved hits spanning over his entire repertoire. David first shot to fame when he went to an audition for the London production of the musical Godspell and was chosen by enthusiastic US producers for the role of Jesus. He received major awards and some ecstatic reviews which saw him lead a cast at the Roundhouse and then at the West End for two years. Since then David Essex has enjoyed a remarkable career that has combined concerts, records, theatre, composing, films and television with striking success. He has written, recorded and produced albums that have sold millions of copies worldwide. He’s also had twenty-three Top 30 singles in Britain alone. These include the Grammy© nominated Rock On which not only topped the charts in Britain and the USA but sold over one million copies. Subsequent singles followed such as Lamplight, Hold Me Close and Gonna Make You A Star which made David a household name. Mayhem ensued throughout the UK, with crowds for his concerts resembling Beatlemania and traffic stopping whenever he appeared. David has continued to this day to produce and write albums including 2013’s Reflections and has contributed to stage and screen with the likes of Silver Dream Machine taken from Silver Dream Racer, in which he starred. Acting credits also include That'll Be The Day, its sequel Stardust, Traveller, The Guvnors, Black Prince and more recently BBC TV's EastEnders as the head of the Moon family. Theatre credits include outstanding performances in Evita, Boogie Nights 2, ELF!, Footloose, Andrew Lloyd Webber's Aspects Of Love, plus his own musicals Mutiny! and All The Fun Of The Fair. David has also written a bestselling poetry book Travelling Tinker Man & Other Rhymes plus two successful autobiographies A Charmed Life and Over The Moon, the latter a Number 1 Sunday Times Bestseller. David Essex is the only artiste in the world to have achieved success in all areas of entertainment and continues to break boundaries with his unique talent.;
139875;/events/images/139875.jpg;Clannad;2021-11-04T20:00:00+00:00;;Music;Standard;33.0;66.0;GBP;20533;Edinburgh;381;Usher Hall;Lothian Road;EH1 2EA;Edinburgh;The internationally renowned Donegal-based band with their wispy Celtic sounds.;;
141059;/events/images/141059.jpg;10cc ;2022-10-05T19:30:00+01:00;;Music;Standard;38.5;41.25;GBP;20533;Edinburgh;381;Usher Hall;Lothian Road;EH1 2EA;Edinburgh;The hits of one of the most successful and influential English pop bands of the 70s, revisited by original member Graham Gouldman and some new faces.;Marking the 45th anniversary of the release of their mega-hit I’m Not In Love, which landed the band a top 5 single in 10 countries and spawned a No 1 album in the US, the 2020 tour starts at the Carlisle Sands Centre. Led by co-founder Graham Gouldman, the art-pop band are heralded in equal measure for their ability to craft ingenious songs that also resonated commercially, with eleven top 10 hits, and over 15 million albums sold in the UK alone. The group also have three No 1 singles to their name – Rubber Bullets, Dreadlock Holiday and I’m Not In Love. The line-up features Gouldman (bass, guitar, vocals), Rick Fenn (lead guitar, bass, vocals), Paul Burgess (drums, percussion) – both of whom have been with the band since the mid-’70s - Keith Hayman (keyboards, guitars, bass, vocals) and Paul Canning (vocals, percussion, guitar, keyboards). Since the most recent live version of the band has been established, 10cc have toured worldwide, including Australia, Japan, Iceland, New Zealand, across the UK and Europe. They’ve performed at the British Summer Time festival in Hyde Park, and sold out London’s 5200 seat Royal Albert Hall in advance last year. It has been an eventful few years for Graham Gouldman. Not only is 10cc enjoying increasing success around the world, but recognition of his solo achievements has grown too. Being invited by Ringo Starr to join his All Starr Band for tours of Europe in June 2018 and the USA that September, during which the band played three 10cc songs, elevated his profile yet further. 2020 is set to be another sell out year as the band take their inspirational live show back on the road, performing their timeless hits and more, and always with a surprise or two.;
155202;/events/images/155202.jpg;Black Stone Cherry ;2021-09-18T19:00:00+01:00;;Music;Standard;30.25;35.75;GBP;20533;Edinburgh;381;Usher Hall;Lothian Road;EH1 2EA;Edinburgh;Southern fried rock meets timeless metal in this Kentucky band's set.;"The Kentucky-bred hard rockers in Black Stone Cherry have had their music blared from speakers large and small, toured relentlessly with the likes of Nickelback and Motörhead, and debuted at #1 on the UK rock chart with their sophomore release, 2008’s Folklore and Superstition. In the face of these successes, the band members decided to put themselves to the ultimate test for the creation of their third full-length, Between the Devil and the Deep Blue Sea: they took a year off from touring and focused all their energy on songwriting. Holed up in their rehearsal space, dubbed The Practice House, which in actuality is a rundown farmhouse, the quartet—vocalist Chris Robertson, guitarist Ben Wells, bassist Jon Lawhon and drummer John Fred Young—crafted almost 50 songs of soaring, Southern-fried hard rock about everything from being proud of where you come from and true to who you are, on lead single “White Trash Millionaire,” to songs like the rip roaring “Blame It On The Boom Boom,” that will make you want to jump up and shake what your mama gave ya. The album that Black Stone Cherry emerged with is a blistering set of intoxicating anthems, much like a modern version of their heroes in Lynyrd Skynyrd or the Marshall Tucker Band, whose 1975 country-rock classic “Can’t You See” has been revamped by the band for this go ’round. They poured everything they could into building the strongest hooks and the most passionate lyrics, both of which come through stunningly in songs like “Won’t Let Go” and “Like I Roll.” And they found inspiration in the pictures of Lynyrd Skynyrd, Cream, Howlin’ Wolf, and Muddy Waters that Young’s dad, Richard Young, and uncle, Fred Young—founding members of classic country rockers the Kentucky Headhunters—pinned to the walls of The Practice House when they formed the band as teenagers over a decade ago. For as hard as Black Stone Cherry worked, the most difficult part was taking off a year from touring. “This past year was the longest break from touring that we’ve ever taken, since forming the band,” Wells says. “Being in one place for so long was something we had to readjust to, but looking back, it gave us a chance to reflect, re-bond as brothers and craft the best songs we absolutely could.” Young adds, “It took being home with all these great people we love to create kick ass rock n roll like we do!” Armed with an impressive arsenal of tracks, Black Stone Cherry pulled off another first-time personal feat: they recorded Between the Devil and the Deep Blue Sea (an Old English euphemism for choosing between two undesirable situations) thousands of miles from home, in Los Angeles. Under the friendly watch of producer extraordinaire Howard Benson (Theory of a Deadman, Daughtry, Three Days Grace), the bandmates tightened up their oeuvre in the studio. In fact, being on the opposite coast with Benson was how “In My Blood” came about. The song is a heartfelt auto-biographical tale about being drawn to living life on the road, despite missing family and friends. “Howard said he was missing one more song from us, one that came from our hearts,” Wells says. “We sat at his house and he just pulled it out of us. We wrote it in 20 minutes.” During the recording of the album, Benson guided them to play nontraditional instruments like mandolins, banjos and drums bought from an old high school marching band. Between The Devil And The Deep Blue Sea is chocked full of well-crafted tales that give listeners a glimpse into life as Black Stone Cherry know it and live it. “I owned a 1981 Smokey and the Bandit Trans-Am that I drove around in primer paint when we wrote ‘White Trash Millionaire’,” Robertson says. “I spent countless hours working on it at the garage. We don’t need mansions or expensive sports cars to be content in life.” Moreover, Lawhon adds that they wrote the line about “the couch on the front porch,” because the house where they rehearse literally has a sofa on the front porch. “Of course the cushions don’t match,” he adds. Another song that shows off the group’s affinity for celebrating the simple things in life is “Like I Roll.” A song that could mean as much to a trucker driving an 18-wheeler in a convoy as it could to a rock band on a world tour as it recalls the free spirited life of living on the road. “The song is a reminder that no matter what you have to do, do it your way,” Robertson says. “And if no one supports you, at least you took that opportunity.” Wells says, “It’s about people who travel from city to city and love every single minute of it. It’s the life we live when we’re on the road.” Other standouts on the album include the emotional “Won’t Let Go” that really shows the strength in Robertson’s vocals. “The lyrics were pouring out of us because we could all relate to them,” Robertson says. “No matter where we go, we’re not going to let go of who we are and where we come from.” Showing their powerful vision, the band’s cover of “Can’t You See” sounds as if it were actually written by Black Stone Cherry, thanks to some thick guitars and more forceful melodies. “Blame It on the Boom Boom,” which has a fist-pumping chorus, is a party rocker par excellence, custom-built for sporting events and jukeboxes alike. Young expounds: “Blame it on the Boom Boom"" is about anything you want! Whatever gets you in trouble is the Boom Boom!” If anything, the album presents an even keel between Black Stone Cherry’s most memorable bangers and their most introspective songs. What’s clear, when the band looks back on the hard work they put into making the record, is that the time off was worth taking. It was a long process, but Black Stone Cherry’s Between the Devil and the Deep Blue Sea is one of the most well-rounded hard rock releases to come out of the last ten years.";
165934;/events/images/165934.jpg;Billy Ocean;2021-09-22T19:00:00+01:00;;Music;Standard;31.55;99.55;GBP;16557;Nottingham;50562;Nottingham Royal Concert Hall;Royal Centre Theatre Square;NG1 5ND;Nottingham;Eighties soul balladeer who incited imaginary love interests everywhere to 'Get Outta My Dreams, Get Into My Car'.;Grammy Award winning artist Billy Ocean has sold over 30 million records in his lifetime and has collected numerous gold and platinum records across the globe, with hit number one singles and albums in the UK, USA, Australia, Germany and Holland. Ocean is an all-round entertainer, and his reggae infused soulful voice is as strong and distinctive as ever. His timeless pop classics and infectious dance moves never lose their appeal – don't miss the opportunity to see this R&B legend perform in one of the country's best concert halls.;
165934;/events/images/165934.jpg;Billy Ocean;2021-09-16T19:00:00+01:00;;Music;Standard;29.26;99.66;GBP;17642;Manchester;52912;Bridgewater Hall;Lower Mosley Street;M2 3WS;Manchester;Eighties soul balladeer who incited imaginary love interests everywhere to 'Get Outta My Dreams, Get Into My Car'.;Grammy Award winning artist Billy Ocean has sold over 30 million records in his lifetime and has collected numerous gold and platinum records across the globe, with hit number one singles and albums in the UK, USA, Australia, Germany and Holland. Ocean is an all-round entertainer, and his reggae infused soulful voice is as strong and distinctive as ever. His timeless pop classics and infectious dance moves never lose their appeal – don't miss the opportunity to see this R&B legend perform in one of the country's best concert halls.;0844 907 9000
180904;/events/images/180904.jpg;Dr Hook;2021-09-03T19:30:00+01:00;;Music;Standard;46.6;69.1;GBP;17642;Manchester;52912;Bridgewater Hall;Lower Mosley Street;M2 3WS;Manchester;Dennis Locorriere's incarnation of the New Jersey genre-spanning rock band Dr Hook, which enjoyed success in the 1970s thanks to hit singles like 'Sylvia's Mother', 'Only Sixteen' and 'Sexy Eyes'.;Dr Hook were on the international charts, whether it was in the pop, rock or country categories, for the fifteen years the band was together and continue to top the charts today with releases such as their latest double disc set, Timeless from Universal Music. After years out of the limelight, Dr Hook is now back on the road, fronted once again by Dennis Locorriere, the man who originally sang all the songs you remember and still love, presented in an evening of not only great music, but one that also brings to audiences all the fun and humour that was synonymous with the band. Locorriere is the voice of such classics as 'Sylvia's Mother', 'Only 16', 'A Little Bit More', 'If Not You', 'Sharing The Night Together', 'Sexy Eyes', 'When You're In Love With A Beautiful Woman', 'Years From Now' and so many more.;0844 907 9000
180904;/events/images/180904.jpg;Dr Hook;2022-02-12T19:00:00+00:00;;Music;Standard;40.31;43.68;GBP;16557;Nottingham;50562;Nottingham Royal Concert Hall;Royal Centre Theatre Square;NG1 5ND;Nottingham;Dennis Locorriere's incarnation of the New Jersey genre-spanning rock band Dr Hook, which enjoyed success in the 1970s thanks to hit singles like 'Sylvia's Mother', 'Only Sixteen' and 'Sexy Eyes'.;Dr Hook were on the international charts, whether it was in the pop, rock or country categories, for the fifteen years the band was together and continue to top the charts today with releases such as their latest double disc set, Timeless from Universal Music. After years out of the limelight, Dr Hook is now back on the road, fronted once again by Dennis Locorriere, the man who originally sang all the songs you remember and still love, presented in an evening of not only great music, but one that also brings to audiences all the fun and humour that was synonymous with the band. Locorriere is the voice of such classics as 'Sylvia's Mother', 'Only 16', 'A Little Bit More', 'If Not You', 'Sharing The Night Together', 'Sexy Eyes', 'When You're In Love With A Beautiful Woman', 'Years From Now' and so many more.;
180904;/events/images/180904.jpg;Dr Hook;2021-09-25T19:00:00+01:00;;Music;Standard;44.0;66.0;GBP;20533;Edinburgh;381;Usher Hall;Lothian Road;EH1 2EA;Edinburgh;Dennis Locorriere's incarnation of the New Jersey genre-spanning rock band Dr Hook, which enjoyed success in the 1970s thanks to hit singles like 'Sylvia's Mother', 'Only Sixteen' and 'Sexy Eyes'.;Dr Hook were on the international charts, whether it was in the pop, rock or country categories, for the fifteen years the band was together and continue to top the charts today with releases such as their latest double disc set, Timeless from Universal Music. After years out of the limelight, Dr Hook is now back on the road, fronted once again by Dennis Locorriere, the man who originally sang all the songs you remember and still love, presented in an evening of not only great music, but one that also brings to audiences all the fun and humour that was synonymous with the band. Locorriere is the voice of such classics as 'Sylvia's Mother', 'Only 16', 'A Little Bit More', 'If Not You', 'Sharing The Night Together', 'Sexy Eyes', 'When You're In Love With A Beautiful Woman', 'Years From Now' and so many more.;
181084;/events/images/181084.jpg;Jeff Beck;2022-06-04T19:00:00+01:00;;Music;Standard;49.5;180.0;GBP;17642;Manchester;50553;O2 Apollo Manchester;Stockport Road Ardwick Green;M12 6AP;Manchester;British guitar rock hero, ranked fifth in the '100 Greatest Guitarists of All Time' list by Rolling Stone.;Having cultivated one of the most influential careers in rock history, Jeff Beck is universally acknowledged as one of the most talented and significant guitarists in the world, and has played alongside some of the greatest artists of rock, blues and jazz. Over the course of his distinguished 50+ music career, he has earned an incredible eight Grammy Awards, been ranked by Rolling Stone as one of the “100 Greatest Guitarists of All Time,” and been inducted into the Rock & Roll Hall of Fame twice – once as a member of the Yardbirds and again as a solo artist. In the summer of 2016, the guitar virtuoso celebrated his 5 decades of music with an extraordinary concert at the famous Hollywood Bowl.;
190695;/events/images/190695.jpg;Steve Hackett;2021-09-24T19:00:00+01:00;;Music;Standard;38.5;42.5;GBP;17642;Manchester;50553;O2 Apollo Manchester;Stockport Road Ardwick Green;M12 6AP;Manchester;The one-time Genesis guitarist revisits his time in the band with new versions of songs he co-wrote from the period 1971--1977.;"Off the back of his most successful solo tour yet, selling over 30 thousand tickets for his 2019 UK dates, Steve Hackett has announced that his World Tour will feature the whole of the 1977 Genesis live album Seconds Out in full, plus more! Seconds Out was the hugely successful double album recorded on Genesis' 1977 concert tour together with The Cinema Show, from their 1976 tour, and featured Steve Hackett on guitar alongside Mike Rutherford, Tony Banks and Phil Collins who had taken on the role of vocalist following the departure of Peter Gabriel. The tour included music from each of the six studio albums from Steve's time in Genesis and marked his final recordings with the band as he left to pursue his solo career upon its completion. The Seconds Out + More! Tour will visit Mayflower Theatre, one of the venues Genesis played on that 1977 tour. Steve Hackett says: ""I’m thrilled to bring Seconds Out back to life, featuring Genesis material at its most exciting and virtuosic, this time with all numbers played in full plus additional surprises!"" Under 13s to be accompanied by an adult. Please note: Tickets will be mailed out 5 days before the performance. There are no discounts available for this show.";
190695;/events/images/190695.jpg;Steve Hackett;2021-10-02T19:45:00+01:00;;Music;Standard;49.38;53.25;GBP;16557;Nottingham;50562;Nottingham Royal Concert Hall;Royal Centre Theatre Square;NG1 5ND;Nottingham;The one-time Genesis guitarist revisits his time in the band with new versions of songs he co-wrote from the period 1971--1977.;"Off the back of his most successful solo tour yet, selling over 30 thousand tickets for his 2019 UK dates, Steve Hackett has announced that his World Tour will feature the whole of the 1977 Genesis live album Seconds Out in full, plus more! Seconds Out was the hugely successful double album recorded on Genesis' 1977 concert tour together with The Cinema Show, from their 1976 tour, and featured Steve Hackett on guitar alongside Mike Rutherford, Tony Banks and Phil Collins who had taken on the role of vocalist following the departure of Peter Gabriel. The tour included music from each of the six studio albums from Steve's time in Genesis and marked his final recordings with the band as he left to pursue his solo career upon its completion. The Seconds Out + More! Tour will visit Mayflower Theatre, one of the venues Genesis played on that 1977 tour. Steve Hackett says: ""I’m thrilled to bring Seconds Out back to life, featuring Genesis material at its most exciting and virtuosic, this time with all numbers played in full plus additional surprises!"" Under 13s to be accompanied by an adult. Please note: Tickets will be mailed out 5 days before the performance. There are no discounts available for this show.";
212412;/events/images/212412.jpg;Lloyd Cole;2022-02-10T19:00:00+00:00;;Music;Standard;28.0;44.8;GBP;16557;Nottingham;57109;Albert Hall;North Circus Street;NG1 5AE;Nottingham;The urbane expatriate pop crooner performs material from his latest album alongside Commotions classics.;;
212461;/events/images/212461.jpg;OMD;2021-11-20T19:00:00+00:00;;Music;Standard;0.0;45.0;GBP;17642;Manchester;50553;O2 Apollo Manchester;Stockport Road Ardwick Green;M12 6AP;Manchester;Veteran synth pop act performing favourites from their back catalogue.;"Andy McCluskey is pushed to pick his highlights from the 40 years of Orchestral Manoeuvres In The Dark (OMD): there have been so many. There’s the time he first held their debut single, Electricity, on Factory Records. There was the first of their staggering 29 Top Of The Pops appearances, when the Wirral electronic giants-to-be were initially so surprised to find themselves on the telly alongside Elton John and Bonnie Langford he mouthed “What are we doing here?!” at synth-playing OMD partner Paul Humphreys. Then there was signing his ever autograph at Liverpool Eric’s; being paid by the venue for the first time (with half a crate of beer), or standing on stage at the Rewind festival in 2018 with “35,000 people going wild”. Meanwhile, Paul whittles his highpoints down to two most significant achievements: meeting Tony Wilson, who told them he wanted to put out a record, and “every gig now, because it’s such a thrill that we’re still doing it”. However, the pair would be more than entitled to add their triumphant gigs with the Royal Liverpool Philharmonic Orchestra, the Liverpool’s British Music Experience exhibition dedicated to their impressive legacy as well as their 2019 sell-out UK tour. Four decades has seen – give or take a decade break - Orchestral Manoeuvres In The Dark sell an astonishing 25 million singles and 15 million albums, establishing them as electronic synthesiser pioneers and one of Britain’s best-loved pop groups. Their 13 long players include benchmark-raising classics Orchestral Manoeuvres In The Dark (1980), Organisation (1980), Architecture & Morality (1981) and Dazzle Ships (1983). Three more since their reactivation 12 years ago have culminated in 2017’s The Punishment Of Luxury, which was hailed by fans and critics alike as a return to the shimmering brilliance of classic early singles such as nuclear lament Enola Gay and the plangent Souvenir. Their incredible career and 40th anniversary was celebrated last year with the release of a momentous anniversary box-set and critically-acclaimed world tour. OMD always had a sense of semi-classical grandeur, and the nuances of their music demonstrate how, for all their hits, they have simultaneously remained uncompromising and innovative over successive decades. Once upon a time, Factory boss Wilson told the two teenage Kraftwerk fans, “You are the future of pop music”, and indeed sounds and production techniques which OMD were using way back in 1980 have become part of the fabric of how today’s pop is made. But while OMD can rightly take their place in the lineage of electronic pop pioneers that stretches from Kraftwerk to Gary Numan, from the Human League to, much later Underworld and Orbital – and a key influence on current acts from the xx to Chvrches - there was always a warmth and wistful emotional quality to their songs that has consistently made them different. As Paul Humphreys explains, “There’s a certain melancholy beauty and romance about the west Wirral where we grew up, staring out at the estuary and the birds. The title Architecture and Morality was about us. The Architecture was the brutal structure of the electronics and the Morality was the emotion and the beauty. We’ve always wanted to bring humanity to our electronic music.” Perhaps none of this would have happened had the young McCluskey not heard Kraftwerk’s Autobahn On Radio One, and gone to see the German electronic Godfathers at the Liverpool Empire, sitting in seat Q36. This being 1975, the future pop star was clad in the slightly prog rocky fashions of the time: trench coat, loon pants, with a giant afro. “Then these guys walked out in suits and ties and I thought, ‘Oh my God.’ Nobody looked like that. No long hair. They were the antithesis of a rock band. They were melodic and musical but everything about them was not conforming.” The youngster was entranced. Andy and young pal Paul penned future classic songs Electricity and Julia’s song in Wirral five-piece The Id, a band with a guitarist and drummer, but when other members left, they seized their chance to become a two-piece. The pioneering electronic pop group of their dreams consisted of Andy (vocals, bass), Paul (synths) on bass and “Winston” (a reel-to-reel tape machine, instead of a drummer.) Their first gig – in October, 1978, supporting a comedian at Eric’s - was actually a dare, after Andy bravely knocked on the door and asked if they could play. Given four hours to come up with a name for the poster, they racked their list of potential song titles and wisely chose Orchestral Manouevres In The Dark instead of Margaret Thatcher’s Afterbirth. A reciprocal arrangement between Eric’s and the Factory club in Manchester meant that OMD played the club associated with the label home of Joy Division and Andy handed Tony Wilson a cassette of songs. Initially, the Factory boss was unimpressed, but wife Lindsay kept playing Electricity in the car, pleading, “This is the sort of thing you should be signing.” Andy chuckles: “So he went from saying ‘Oh yeah, bunch of long-haired Scousers’ to ‘You are the future of pop’!” To be fair, at this point OMD they didn’t look like future anything. Andy had taken to wearing a dinner jacket and braces and Paul sported loon pants and a moustache. Fatefully again, Factory designer Peter Saville (whose iconic sleeves would house their classic early albums) informed the pair, ‘Your music is the future but you look like the past. You’ve got to change your image and get your hair cut.” OMD complied, adopting a look – Kraftwerk-meets-suburban bank clerks – that was anti-fashion more than fashionable. As Andy puts it: “We wanted the focus to be on the music.” So it proved. OMD saw themselves as an conceptual art project, Wilson heard a pop group. Almost by accident, the pair realised they had an uncanny knack of writing pop tunes. Andy suspects that a childhood spent watching T. Rex and Slade on Top Of The Pops had left an imprint. “But we’ve always wanted to sugar coat our experiments to give people a reason to return to them,” observes Paul, noting the ingredient that made their music timeless. After signing to Virgin subsidiary Dindisc, for the first half of the Eighties, OMD were barely out of the charts, as songs such as Joan Of Arc and Maid Of Orleans led to a period where McCluskey’s awkward but weirdly hypnotically twitchy dancing became a Top Of The Pops fixture. As Andy puts it, “We took alternative music into the front rooms of every house in Britain”. 1983’s Dazzle Ships - a leftfield shift but also a Top 5 album featuring hit singles Telegraph and Genetic Engineering – is now regarded as an experimental classic, and constant tours led to them becoming a quartet and compelling live act (retiring Winston, who now takes his place in history alongside other OMD artefacts in the Museum of Liverpool). But by the end of the decade, though, OMD were tired, running dry on inspiration, “broken” by endless touring in America and – owing to a bad record deal signed when they were young – a million pounds in debt to the record label despite selling multi-millions of records. Andy vividly remembers the accountant telling them, “Lads, you’re skint.” Paul plunged himself into other projects, such as working with Propaganda singer Claudia Brücken. Andy made Sugar Tax (1991) as a solo OMD, although Paul contributed to the singles Everyday (on 1993’s Liberator) and two tracks on 1996’s Universal. That album’s Walking On The Milky Way, as fine a song as Andy has ever written, returned the OMD name to the Top 20 singles chart for the first time in five years. But as the 90s were dominated by grunge and Britpop, Paul remembers thinking, “All of a sudden, electronic music wasn’t the future, it was the past”. In a dramatic change of direction Andy created and wrote for girl group Atomic Kitten whose single Whole Again gave him his first British number one and 30th Top Of The Pops. Then, in 2006, came another quirk of fate. A TV show in Germany – where Maid Of Orleans is one of the biggest-selling singles ever – asked them to perform it. “And all these fans came to meet us at the hotel,” Andy remembers. “We thought, ‘This is weird. People are still interested. In the bar on the second night I said, ‘Someone’s paid for us to come here. We’re in this swish hotel drinking beer. Do you fancy doing this again? And we did.” They’ve barely looked back since. Despite initially reforming to play old material, that was never going to be enough for such a forward-looking band. History Of Modern (2010), English Electric (2013) and especially The Punishment Of Luxury (2017) have reignited their creativity and contemporary place in pop. “We were on a roll when we were making that album,” Paul says of the latter. “You can hear our joy in the music.” 2018 saw the re-release of the first four classic albums on heavyweight 180g vinyl, whilst 2019 saw the release of their 40th anniversary ‘Souvenir’ box set and greatest hits collection. In today’s OMD, Stuart Kershaw (who has worked with the band in various capacities since 1991) replaces long-time drummer Malcolm Holmes, alongside keyboardist/saxophonist Martin Cooper, but throughout their 40 years of OMD, founders Andy and Paul have retained and rekindled the friendship that blossomed as teenagers, and the inspiration that strikes when they’re together. “Electronic music is our language,” Andy says. “It’s how we talk.” “We’re at our best when we’re in a room together, working,” Paul adds. “That’s when the sparks and ideas happen. It’s the same now as it ever was.” Here’s to another 40 years.";
